event_id,participant_id,company,plan_type,vest_date,shares,price_usd,value_usd,status
V00940,P100467,Vodafone,RSU,2025-12-26,242,191.79,46412.68,vested
V01261,P100176,Coca-Cola,ESPP,2025-12-27,15,82.0,1229.94,vested
V01337,P100132,DHL,ESPP,2025-12-27,207,55.32,11450.27,vested
V00969,P100408,SAP,RSU,2025-12-27,203,107.8,21882.54,vested
V00930,P100467,Vodafone,ESPP,2025-12-27,219,55.92,12247.15,vested
V01772,P100226,SAP,RSU,2025-12-27,107,172.74,18483.41,vested
V00545,P100275,Barclays,RSU,2025-12-27,183,161.16,29491.68,vested
V01232,P100039,Siemens,SAYE,2025-12-28,138,43.65,6023.01,vested
V01103,P100377,Coca-Cola,ESPP,2025-12-29,137,70.08,9601.31,vested
V01119,P100093,Barclays,RSU,2025-12-29,110,104.96,11545.82,vested
V00173,P100293,SAP,RSU,2025-12-29,81,100.15,8111.79,vested
V00892,P100457,Coca-Cola,RSU,2025-12-29,211,154.52,32604.52,vested
V00824,P100293,SAP,RSU,2025-12-30,188,174.67,32838.73,vested
V00590,P100015,AstraZeneca,RSU,2025-12-30,170,206.11,35039.48,vested
V00894,P100470,Barclays,RSU,2025-12-30,142,106.2,15080.2,vested
V01367,P100026,Coca-Cola,RSU,2025-12-31,31,60.87,1886.88,vested
V01583,P100150,Unilever,RSU,2026-01-01,231,132.29,30557.93,vested
V00195,P100424,DHL,ESPP,2026-01-01,220,32.75,7205.29,vested
V00979,P100288,DHL,RSU,2026-01-01,173,120.92,20919.24,vested
V00428,P100068,SAP,RSU,2026-01-01,184,203.19,37386.38,vested
V00722,P100243,DHL,SAYE,2026-01-02,54,20.96,1132.03,vested
V01815,P100304,Unilever,ESPP,2026-01-02,149,61.86,9216.74,vested
V00852,P100080,Siemens,RSU,2026-01-02,124,105.9,13131.97,vested
V00844,P100188,Novartis,SAYE,2026-01-03,119,28.28,3365.11,vested
V00575,P100342,Unilever,RSU,2026-01-04,157,184.1,28903.16,vested
V01158,P100179,Novartis,ESPP,2026-01-04,41,80.16,3286.57,vested
V00949,P100148,Coca-Cola,RSU,2026-01-04,224,158.57,35520.57,vested
V01662,P100213,Unilever,RSU,2026-01-04,35,167.12,5849.09,vested
V00553,P100434,SAP,RSU,2026-01-05,137,162.11,22209.49,vested
V01512,P100213,Unilever,ESPP,2026-01-05,245,59.53,14584.58,vested
V00019,P100405,BP,RSU,2026-01-05,211,164.88,34789.39,vested
V00439,P100052,Novartis,RSU,2026-01-06,226,146.86,33190.33,vested
V01321,P100022,Vodafone,RSU,2026-01-06,226,65.29,14755.42,vested
V01320,P100097,SAP,RSU,2026-01-06,27,90.7,2448.98,vested
V00602,P100160,SAP,RSU,2026-01-07,156,82.75,12908.96,vested
V00356,P100167,Unilever,ESPP,2026-01-07,20,60.11,1202.2,vested
V01376,P100270,SAP,ESPP,2026-01-08,58,86.77,5032.47,vested
V00068,P100177,Vodafone,ESPP,2026-01-08,15,74.01,1110.17,vested
V01407,P100395,Coca-Cola,RSU,2026-01-08,34,133.63,4543.51,vested
V00067,P100392,DHL,SAYE,2026-01-09,153,23.32,3567.58,vested
V00523,P100379,Novartis,RSU,2026-01-09,163,120.54,19648.05,vested
V01605,P100018,Unilever,ESPP,2026-01-09,170,41.93,7127.41,vested
V00549,P100309,SAP,RSU,2026-01-10,137,105.08,14396.33,vested
V01311,P100082,Unilever,ESPP,2026-01-10,42,18.78,788.59,vested
V00813,P100345,Unilever,RSU,2026-01-10,171,198.04,33864.21,vested
V01258,P100415,AstraZeneca,RSU,2026-01-11,89,179.02,15932.42,vested
V00681,P100356,Novartis,SAYE,2026-01-11,66,38.04,2510.6,vested
V01097,P100083,AstraZeneca,RSU,2026-01-11,124,142.19,17632.18,vested
V00744,P100128,SAP,RSU,2026-01-11,220,199.98,43996.45,vested
V00541,P100115,Unilever,ESPP,2026-01-11,95,61.0,5795.18,vested
V00918,P100140,Coca-Cola,ESPP,2026-01-11,11,71.58,787.41,vested
V01762,P100312,AstraZeneca,RSU,2026-01-11,183,67.11,12281.71,vested
V01749,P100160,SAP,RSU,2026-01-12,249,152.06,37862.09,vested
V00632,P100338,SAP,RSU,2026-01-12,15,216.54,3248.09,vested
V01665,P100365,Coca-Cola,RSU,2026-01-12,121,63.6,7695.96,vested
V01555,P100171,Coca-Cola,ESPP,2026-01-12,228,52.94,12069.71,vested
V00273,P100370,Novartis,RSU,2026-01-14,56,143.97,8062.16,vested
V00437,P100325,Siemens,ESPP,2026-01-14,122,40.84,4982.22,vested
V00953,P100065,DHL,RSU,2026-01-14,227,169.77,38537.25,vested
V00473,P100444,AstraZeneca,RSU,2026-01-15,64,124.8,7987.47,vested
V01523,P100094,Barclays,RSU,2026-01-15,219,73.86,16175.84,vested
V00782,P100158,Novartis,SAYE,2026-01-16,22,30.14,663.12,vested
V00378,P100187,SAP,RSU,2026-01-16,37,96.38,3566.15,vested
V01492,P100009,Coca-Cola,RSU,2026-01-16,216,128.7,27799.8,vested
V01550,P100204,SAP,RSU,2026-01-17,137,85.08,11656.49,vested
V01701,P100289,SAP,RSU,2026-01-17,173,178.21,30831.18,vested
V01793,P100143,DHL,ESPP,2026-01-18,26,20.89,543.16,vested
V01108,P100260,SAP,RSU,2026-01-18,248,80.53,19970.84,vested
V00826,P100191,AstraZeneca,RSU,2026-01-18,127,150.99,19175.17,vested
V00320,P100176,Coca-Cola,RSU,2026-01-18,159,87.91,13978.32,vested
V01260,P100089,Coca-Cola,SAYE,2026-01-18,117,44.22,5173.99,vested
V01393,P100340,SAP,SAYE,2026-01-18,105,18.47,1939.58,vested
V01276,P100297,Unilever,ESPP,2026-01-19,74,83.43,6173.48,vested
V01820,P100054,Siemens,SAYE,2026-01-19,107,38.37,4105.29,vested
V00993,P100410,Siemens,SAYE,2026-01-19,140,35.86,5019.95,vested
V01231,P100363,SAP,RSU,2026-01-19,97,170.05,16495.07,vested
V00394,P100086,Novartis,RSU,2026-01-20,200,70.04,14008.42,vested
V01047,P100171,Coca-Cola,RSU,2026-01-21,121,192.86,23335.51,vested
V01415,P100376,BP,SAYE,2026-01-21,78,44.65,3482.94,vested
V01015,P100094,Barclays,RSU,2026-01-21,198,66.01,13069.77,vested
V01861,P100178,BP,SAYE,2026-01-21,56,18.11,1014.36,vested
V01890,P100007,Novartis,RSU,2026-01-22,56,165.71,9279.5,vested
V01168,P100014,Coca-Cola,RSU,2026-01-23,17,200.39,3406.67,vested
V01563,P100393,Siemens,RSU,2026-01-23,126,77.58,9775.63,vested
V01781,P100424,DHL,RSU,2026-01-23,244,99.47,24270.46,vested
V00254,P100307,Siemens,SAYE,2026-01-25,76,15.29,1161.87,vested
V00288,P100010,Barclays,RSU,2026-01-26,32,85.46,2734.68,vested
V00372,P100288,DHL,RSU,2026-01-26,168,95.12,15980.27,vested
V01289,P100255,Novartis,SAYE,2026-01-26,134,26.58,3561.57,vested
V01189,P100258,SAP,RSU,2026-01-27,119,164.33,19555.0,vested
V01334,P100184,Novartis,RSU,2026-01-27,225,215.59,48508.64,vested
V01514,P100055,Novartis,RSU,2026-01-27,56,65.66,3677.09,vested
V00961,P100202,Coca-Cola,RSU,2026-01-27,25,70.3,1757.42,vested
V01707,P100335,DHL,RSU,2026-01-28,25,177.76,4443.92,vested
V01372,P100008,SAP,RSU,2026-01-29,249,176.02,43828.61,vested
V01451,P100379,Novartis,RSU,2026-01-29,27,180.0,4859.93,vested
V00261,P100179,Novartis,RSU,2026-01-30,22,194.39,4276.57,vested
V01152,P100458,Novartis,RSU,2026-01-30,128,144.64,18514.14,vested
V00720,P100245,Unilever,RSU,2026-01-30,221,64.15,14176.75,vested
V01163,P100139,SAP,ESPP,2026-01-31,191,37.68,7196.07,vested
V00746,P100218,BP,RSU,2026-01-31,90,86.96,7826.3,vested
V01173,P100421,SAP,ESPP,2026-01-31,49,33.7,1651.31,vested
V01046,P100179,Novartis,RSU,2026-01-31,219,172.84,37852.47,vested
V01824,P100291,SAP,RSU,2026-01-31,187,136.64,25552.23,vested
V01354,P100464,DHL,RSU,2026-02-01,48,125.85,6040.98,vested
V00332,P100353,DHL,RSU,2026-02-02,227,114.99,26102.0,vested
V00241,P100182,Coca-Cola,RSU,2026-02-02,135,166.07,22419.24,vested
V00566,P100139,SAP,RSU,2026-02-02,112,156.36,17512.77,vested
V00830,P100189,AstraZeneca,RSU,2026-02-03,143,128.28,18343.58,vested
V00766,P100219,Barclays,RSU,2026-02-03,153,109.02,16679.36,vested
V01561,P100422,SAP,RSU,2026-02-03,62,120.56,7474.79,vested
V00179,P100332,Siemens,RSU,2026-02-04,52,90.06,4683.0,vested
V01357,P100063,Novartis,ESPP,2026-02-04,75,24.89,1866.44,vested
V01649,P100140,Coca-Cola,RSU,2026-02-04,163,93.89,15304.64,vested
V01465,P100103,Vodafone,RSU,2026-02-04,247,78.15,19302.81,vested
V01140,P100460,DHL,SAYE,2026-02-05,239,38.83,9280.39,vested
V01412,P100458,Novartis,ESPP,2026-02-05,163,44.42,7239.71,vested
V01510,P100179,Novartis,SAYE,2026-02-06,143,25.07,3584.82,vested
V00316,P100059,SAP,ESPP,2026-02-06,51,51.6,2631.51,vested
V01674,P100346,Vodafone,SAYE,2026-02-06,52,30.17,1568.76,vested
V01782,P100272,SAP,RSU,2026-02-07,245,207.68,50881.29,vested
V01797,P100410,Siemens,ESPP,2026-02-07,46,25.84,1188.82,vested
V00478,P100250,Siemens,ESPP,2026-02-08,25,47.82,1195.52,vested
V01301,P100185,Siemens,ESPP,2026-02-09,108,45.24,4885.46,vested
V01470,P100459,Siemens,RSU,2026-02-09,133,205.27,27300.82,vested
V00021,P100176,Coca-Cola,RSU,2026-02-09,193,219.62,42387.39,vested
V01385,P100457,Coca-Cola,SAYE,2026-02-10,156,32.06,5000.74,vested
V01398,P100159,Novartis,RSU,2026-02-11,35,60.63,2122.1,vested
V00205,P100436,SAP,SAYE,2026-02-11,217,8.34,1810.18,vested
V01872,P100318,Barclays,SAYE,2026-02-11,133,40.59,5398.65,vested
V00425,P100210,Siemens,ESPP,2026-02-12,82,79.96,6556.95,vested
V00687,P100253,AstraZeneca,RSU,2026-02-12,121,116.33,14075.5,vested
V00158,P100188,Novartis,RSU,2026-02-13,108,207.26,22384.52,vested
V01547,P100064,Siemens,SAYE,2026-02-13,245,39.4,9652.7,vested
V00500,P100209,Coca-Cola,ESPP,2026-02-13,124,63.81,7912.43,vested
V00267,P100279,Unilever,ESPP,2026-02-13,154,39.16,6030.32,vested
V00974,P100167,Unilever,RSU,2026-02-15,47,84.94,3992.38,vested
V00497,P100473,SAP,RSU,2026-02-15,101,127.66,12894.16,vested
V01645,P100264,BP,ESPP,2026-02-15,84,69.32,5822.73,vested
V01799,P100428,SAP,ESPP,2026-02-17,89,32.23,2868.46,vested
V01594,P100299,Siemens,ESPP,2026-02-17,224,35.52,7956.59,vested
V00571,P100371,AstraZeneca,RSU,2026-02-18,84,178.81,15020.13,vested
V01295,P100377,Coca-Cola,RSU,2026-02-18,148,66.12,9785.18,vested
V01279,P100308,AstraZeneca,RSU,2026-02-18,9,128.14,1153.25,vested
V01381,P100017,SAP,ESPP,2026-02-19,9,26.75,240.78,vested
V00380,P100166,Unilever,SAYE,2026-02-20,163,30.99,5052.15,vested
V01833,P100433,Unilever,RSU,2026-02-21,202,188.54,38084.26,vested
V01247,P100063,Novartis,RSU,2026-02-21,96,196.66,18879.7,vested
V00412,P100136,Vodafone,RSU,2026-02-21,163,193.95,31614.44,vested
V00737,P100293,SAP,ESPP,2026-02-22,165,37.97,6264.96,vested
V00656,P100037,Coca-Cola,RSU,2026-02-23,190,65.0,12350.83,vested
V00317,P100059,SAP,RSU,2026-02-23,110,83.92,9231.41,vested
V00509,P100359,DHL,SAYE,2026-02-23,34,26.14,888.92,vested
V01111,P100032,Barclays,ESPP,2026-02-24,33,36.71,1211.3,vested
V01179,P100288,DHL,SAYE,2026-02-24,195,38.93,7591.93,vested
V01139,P100474,AstraZeneca,RSU,2026-02-25,11,69.78,767.59,vested
V01383,P100075,AstraZeneca,RSU,2026-02-25,116,162.43,18841.58,vested
V01875,P100337,Novartis,SAYE,2026-02-26,156,17.73,2765.54,vested
V00185,P100373,Barclays,RSU,2026-02-26,177,188.11,33295.03,vested
V01386,P100334,SAP,ESPP,2026-02-26,197,73.0,14380.51,vested
V01162,P100049,SAP,ESPP,2026-02-27,34,71.01,2414.49,vested
V01291,P100217,SAP,SAYE,2026-02-27,86,28.17,2422.3,vested
V01034,P100423,SAP,RSU,2026-02-27,9,183.51,1651.57,vested
V00124,P100188,Novartis,RSU,2026-02-28,45,197.58,8890.92,vested
V00078,P100274,Siemens,SAYE,2026-03-02,22,12.55,276.1,vested
V00390,P100011,BP,SAYE,2026-03-02,143,32.36,4627.77,vested
V00079,P100267,SAP,RSU,2026-03-02,74,84.96,6287.14,vested
V00188,P100230,SAP,RSU,2026-03-02,30,164.9,4946.85,vested
V00928,P100104,Novartis,RSU,2026-03-02,27,183.09,4943.51,vested
V00190,P100404,Vodafone,ESPP,2026-03-03,128,32.09,4106.99,vested
V01118,P100090,SAP,RSU,2026-03-04,180,174.0,31319.9,vested
V01058,P100270,SAP,RSU,2026-03-04,147,116.12,17069.26,vested
V00866,P100238,SAP,ESPP,2026-03-04,118,70.11,8273.42,vested
V00189,P100210,Siemens,RSU,2026-03-04,96,170.58,16375.79,vested
V00950,P100221,Coca-Cola,RSU,2026-03-04,233,183.56,42770.13,vested
V01499,P100101,Siemens,RSU,2026-03-05,177,99.25,17567.7,vested
V00785,P100177,Vodafone,RSU,2026-03-05,30,106.41,3192.23,vested
V01678,P100225,BP,ESPP,2026-03-05,212,79.07,16763.86,vested
V00891,P100021,Barclays,RSU,2026-03-06,22,131.18,2886.05,vested
V01795,P100154,SAP,RSU,2026-03-07,109,120.96,13184.37,vested
V00072,P100348,DHL,SAYE,2026-03-07,96,33.24,3191.49,vested
V00272,P100243,DHL,ESPP,2026-03-07,83,18.48,1533.99,vested
V00298,P100409,Vodafone,RSU,2026-03-07,19,156.42,2972.03,vested
V00498,P100317,Siemens,RSU,2026-03-08,108,128.26,13852.25,vested
V00886,P100408,SAP,ESPP,2026-03-08,117,58.53,6848.07,vested
V01447,P100030,Novartis,RSU,2026-03-08,122,106.39,12978.98,vested
V00120,P100403,SAP,RSU,2026-03-09,39,83.96,3274.34,vested
V00308,P100348,DHL,SAYE,2026-03-09,233,18.22,4245.52,vested
V01778,P100324,Unilever,RSU,2026-03-09,222,140.9,31280.9,vested
V01675,P100241,Unilever,ESPP,2026-03-09,57,44.14,2515.99,vested
V00477,P100288,DHL,RSU,2026-03-09,94,77.23,7259.64,vested
V01468,P100426,AstraZeneca,RSU,2026-03-09,40,132.36,5294.38,vested
V00265,P100342,Unilever,RSU,2026-03-09,51,157.47,8031.06,vested
V01373,P100163,SAP,RSU,2026-03-09,122,102.15,12462.65,vested
V00620,P100353,DHL,ESPP,2026-03-09,176,31.43,5532.34,vested
V01604,P100355,DHL,SAYE,2026-03-10,23,40.16,923.7,vested
V01121,P100102,AstraZeneca,RSU,2026-03-10,74,95.76,7086.22,vested
V00276,P100055,Novartis,ESPP,2026-03-10,217,82.18,17833.02,vested
V00662,P100034,Coca-Cola,ESPP,2026-03-10,5,73.91,369.54,vested
V01671,P100357,Unilever,ESPP,2026-03-13,248,48.12,11934.18,vested
V00334,P100310,Coca-Cola,RSU,2026-03-13,164,219.17,35944.16,vested
V01516,P100339,BP,RSU,2026-03-13,160,93.63,14980.23,vested
V01257,P100275,Barclays,RSU,2026-03-14,77,191.73,14762.96,vested
V00352,P100125,Coca-Cola,RSU,2026-03-15,111,180.54,20039.83,vested
V01554,P100228,Siemens,ESPP,2026-03-15,109,66.89,7290.95,vested
V01284,P100054,Siemens,ESPP,2026-03-17,153,54.65,8361.73,vested
V00912,P100281,AstraZeneca,RSU,2026-03-17,83,117.87,9783.17,vested
V00855,P100130,AstraZeneca,SAYE,2026-03-18,217,16.39,3557.31,vested
V01076,P100122,SAP,RSU,2026-03-18,183,199.84,36570.47,vested
V00546,P100130,AstraZeneca,RSU,2026-03-18,31,219.79,6813.53,vested
V01509,P100315,Barclays,SAYE,2026-03-18,44,9.04,397.7,vested
V01185,P100409,Vodafone,RSU,2026-03-19,9,102.27,920.44,vested
V00131,P100186,Barclays,ESPP,2026-03-19,106,36.04,3820.17,vested
V01821,P100312,AstraZeneca,SAYE,2026-03-19,114,30.27,3450.22,vested
V00100,P100073,AstraZeneca,RSU,2026-03-19,8,140.86,1126.91,vested
V00787,P100206,SAP,RSU,2026-03-20,155,159.47,24717.38,vested
V00266,P100317,Siemens,RSU,2026-03-21,84,129.58,10884.84,vested
V01421,P100143,DHL,RSU,2026-03-21,25,144.45,3611.27,vested
V00674,P100253,AstraZeneca,RSU,2026-03-21,29,177.07,5134.96,vested
V00168,P100460,DHL,RSU,2026-03-21,210,174.67,36679.96,vested
V01628,P100180,BP,RSU,2026-03-23,129,216.2,27889.68,vested
V01141,P100145,AstraZeneca,RSU,2026-03-23,132,64.37,8496.87,vested
V01663,P100479,Coca-Cola,RSU,2026-03-23,5,185.26,926.29,vested
V00206,P100460,DHL,RSU,2026-03-23,74,119.27,8826.12,vested
V00388,P100158,Novartis,RSU,2026-03-23,78,203.09,15840.73,vested
V01776,P100136,Vodafone,RSU,2026-03-23,63,79.67,5019.28,vested
V01452,P100200,Novartis,RSU,2026-03-24,10,121.12,1211.18,vested
V00434,P100431,Novartis,ESPP,2026-03-24,175,81.03,14179.66,vested
V00860,P100185,Siemens,RSU,2026-03-25,160,130.87,20938.47,vested
V00887,P100029,Siemens,RSU,2026-03-25,135,73.0,9855.32,vested
V01582,P100306,Barclays,SAYE,2026-03-25,87,40.59,3531.3,vested
V00513,P100167,Unilever,RSU,2026-03-28,73,197.55,14421.41,vested
V01243,P100041,Unilever,RSU,2026-03-28,225,85.03,19131.44,vested
V01177,P100377,Coca-Cola,RSU,2026-03-28,43,123.0,5289.15,vested
V00946,P100472,SAP,ESPP,2026-03-29,196,82.79,16226.77,vested
V00246,P100140,Coca-Cola,RSU,2026-03-29,177,183.84,32540.36,vested
V01869,P100295,BP,SAYE,2026-03-30,22,33.9,745.76,vested
V00351,P100077,Siemens,SAYE,2026-03-31,22,30.65,674.29,vested
V01526,P100335,DHL,RSU,2026-04-01,177,140.75,24912.12,vested
V00095,P100255,Novartis,SAYE,2026-04-01,112,43.13,4831.03,vested
V01007,P100383,Coca-Cola,SAYE,2026-04-02,205,30.8,6314.69,vested
V00029,P100327,DHL,RSU,2026-04-02,182,169.53,30854.14,vested
V00350,P100439,Siemens,ESPP,2026-04-02,58,27.88,1617.13,vested
V01835,P100013,Unilever,ESPP,2026-04-02,68,41.18,2800.32,vested
V00371,P100038,AstraZeneca,RSU,2026-04-02,8,88.03,704.24,vested
V00667,P100248,Barclays,SAYE,2026-04-02,98,38.24,3747.85,vested
V00563,P100237,Novartis,RSU,2026-04-02,192,66.58,12784.23,vested
V00209,P100152,SAP,RSU,2026-04-02,101,159.4,16099.13,vested
V00631,P100013,Unilever,RSU,2026-04-02,42,122.03,5125.2,vested
V01814,P100317,Siemens,ESPP,2026-04-03,108,47.48,5128.28,vested
V00231,P100184,Novartis,RSU,2026-04-03,142,196.79,27944.35,vested
V00605,P100276,Barclays,ESPP,2026-04-04,193,86.39,16672.77,vested
V00362,P100244,DHL,ESPP,2026-04-04,137,47.37,6490.21,vested
V00162,P100064,Siemens,RSU,2026-04-05,211,104.12,21969.73,vested
V01773,P100255,Novartis,RSU,2026-04-06,103,68.11,7014.99,vested
V00386,P100223,Vodafone,ESPP,2026-04-06,106,82.19,8712.43,vested
V00616,P100251,Unilever,SAYE,2026-04-06,240,17.46,4189.97,vested
V01000,P100476,Coca-Cola,ESPP,2026-04-06,11,21.0,231.02,vested
V00171,P100047,AstraZeneca,RSU,2026-04-06,156,160.77,25079.5,vested
V01122,P100211,DHL,RSU,2026-04-07,220,185.63,40839.26,vested
V01686,P100176,Coca-Cola,SAYE,2026-04-07,171,33.53,5734.24,vested
V00426,P100059,SAP,SAYE,2026-04-07,108,8.84,954.53,vested
V00230,P100253,AstraZeneca,SAYE,2026-04-08,82,8.25,676.87,vested
V00655,P100026,Coca-Cola,RSU,2026-04-08,214,134.97,28882.98,vested
V01702,P100336,SAP,RSU,2026-04-09,206,174.42,35930.49,vested
V01851,P100181,BP,RSU,2026-04-09,187,101.06,18897.97,vested
V01653,P100126,Barclays,RSU,2026-04-09,88,211.49,18610.76,vested
V00729,P100048,Siemens,RSU,2026-04-09,198,179.34,35509.64,vested
V00148,P100221,Coca-Cola,RSU,2026-04-09,74,169.2,12520.67,vested
V01601,P100231,Coca-Cola,ESPP,2026-04-11,216,62.96,13598.39,vested
V00239,P100346,Vodafone,RSU,2026-04-12,227,158.44,35965.16,vested
V01849,P100266,AstraZeneca,RSU,2026-04-12,227,61.62,13987.07,vested
V00716,P100251,Unilever,RSU,2026-04-13,102,93.54,9540.61,vested
V01738,P100432,Siemens,RSU,2026-04-13,198,119.85,23731.19,vested
V00446,P100044,Unilever,RSU,2026-04-14,56,68.33,3826.72,vested
V01474,P100311,Coca-Cola,RSU,2026-04-14,55,116.33,6398.33,vested
V00283,P100318,Barclays,RSU,2026-04-14,239,123.67,29557.63,vested
V01513,P100098,SAP,RSU,2026-04-14,189,64.13,12120.71,vested
V01330,P100260,SAP,SAYE,2026-04-15,32,10.46,334.56,vested
V00402,P100398,Coca-Cola,RSU,2026-04-15,248,80.1,19865.92,vested
V01676,P100260,SAP,RSU,2026-04-16,188,141.11,26527.77,vested
V01164,P100222,Siemens,SAYE,2026-04-16,69,28.78,1985.49,vested
V00540,P100336,SAP,ESPP,2026-04-17,46,56.55,2601.37,vested
V01808,P100041,Unilever,SAYE,2026-04-17,112,30.81,3451.1,vested
V01566,P100352,DHL,ESPP,2026-04-17,13,78.49,1020.38,vested
V01292,P100014,Coca-Cola,SAYE,2026-04-18,171,39.42,6740.04,vested
V00053,P100452,Siemens,RSU,2026-04-18,172,210.5,36205.61,vested
V00057,P100267,SAP,SAYE,2026-04-18,199,26.52,5277.97,vested
V00153,P100007,Novartis,RSU,2026-04-18,246,210.59,51804.59,vested
V00570,P100371,AstraZeneca,RSU,2026-04-18,54,182.53,9856.86,vested
V00406,P100041,Unilever,RSU,2026-04-18,139,118.62,16488.12,vested
V01170,P100336,SAP,RSU,2026-04-19,139,218.79,30412.28,vested
V00109,P100300,Novartis,RSU,2026-04-19,237,161.65,38311.87,vested
V00564,P100243,DHL,RSU,2026-04-20,145,83.24,12070.32,vested
V01253,P100382,Novartis,ESPP,2026-04-20,208,61.96,12887.2,vested
V00819,P100339,BP,SAYE,2026-04-20,172,35.83,6162.61,vested
V01637,P100203,SAP,SAYE,2026-04-21,52,13.75,715.21,vested
V00669,P100382,Novartis,SAYE,2026-04-21,121,30.24,3658.68,vested
V01077,P100338,SAP,RSU,2026-04-22,132,142.02,18746.39,vested
V00504,P100274,Siemens,RSU,2026-04-23,189,118.95,22482.48,vested
V01533,P100476,Coca-Cola,RSU,2026-04-23,206,218.56,45024.34,vested
V00989,P100388,SAP,RSU,2026-04-23,7,214.79,1503.5,vested
V01100,P100276,Barclays,RSU,2026-04-24,179,156.26,27970.92,vested
V01796,P100296,Vodafone,RSU,2026-04-24,112,196.65,22024.67,vested
V01589,P100458,Novartis,SAYE,2026-04-24,176,33.49,5893.52,vested
V00664,P100366,Novartis,RSU,2026-04-25,199,209.2,41629.91,vested
V01485,P100154,SAP,SAYE,2026-04-26,5,11.37,56.87,vested
V00361,P100337,Novartis,RSU,2026-04-27,245,109.09,26727.89,vested
V00964,P100119,Siemens,RSU,2026-04-28,52,188.07,9779.74,vested
V01486,P100358,Coca-Cola,RSU,2026-04-28,120,210.01,25201.2,vested
V01133,P100012,Siemens,RSU,2026-04-30,182,195.58,35594.85,vested
V00569,P100183,Barclays,SAYE,2026-04-30,58,20.72,1201.81,vested
V01210,P100073,AstraZeneca,RSU,2026-05-01,235,121.69,28596.91,vested
V00641,P100465,Siemens,RSU,2026-05-01,184,92.19,16963.46,vested
V00006,P100396,Unilever,ESPP,2026-05-02,59,64.41,3800.26,vested
V00838,P100136,Vodafone,RSU,2026-05-02,105,151.91,15951.06,vested
V01790,P100420,Siemens,SAYE,2026-05-02,211,39.95,8429.28,vested
V00565,P100263,SAP,RSU,2026-05-02,209,83.42,17435.28,vested
V01544,P100352,DHL,SAYE,2026-05-02,236,34.73,8197.12,vested
V00929,P100139,SAP,RSU,2026-05-03,56,202.73,11352.67,vested
V00004,P100156,AstraZeneca,RSU,2026-05-03,220,130.15,28631.93,vested
V00906,P100030,Novartis,RSU,2026-05-03,130,101.14,13148.55,vested
V00132,P100153,DHL,ESPP,2026-05-03,55,48.16,2648.69,vested
V01165,P100337,Novartis,SAYE,2026-05-03,132,14.26,1882.86,vested
V00270,P100095,Siemens,ESPP,2026-05-04,57,15.56,886.88,vested
V00520,P100291,SAP,ESPP,2026-05-04,193,86.82,16756.15,vested
V00224,P100428,SAP,RSU,2026-05-04,47,109.15,5130.15,vested
V00972,P100070,AstraZeneca,RSU,2026-05-05,55,168.93,9291.24,vested
V00842,P100121,Siemens,ESPP,2026-05-05,174,82.3,14319.55,vested
V01316,P100011,BP,ESPP,2026-05-05,249,61.94,15422.62,vested
V01180,P100295,BP,SAYE,2026-05-06,171,33.63,5750.98,vested
V00280,P100233,DHL,RSU,2026-05-06,32,98.52,3152.6,vested
V01194,P100189,AstraZeneca,ESPP,2026-05-06,121,47.27,5719.31,vested
V00135,P100132,DHL,RSU,2026-05-07,238,136.95,32592.98,vested
V01756,P100051,SAP,RSU,2026-05-07,108,177.06,19122.88,vested
V00435,P100157,Siemens,RSU,2026-05-08,167,215.88,36051.18,vested
V00358,P100427,Unilever,ESPP,2026-05-09,120,19.03,2283.97,vested
V00666,P100120,DHL,ESPP,2026-05-09,17,86.3,1467.08,vested
V01187,P100293,SAP,RSU,2026-05-09,71,166.79,11841.99,vested
V01090,P100479,Coca-Cola,ESPP,2026-05-09,63,89.61,5645.72,vested
V00846,P100422,SAP,SAYE,2026-05-09,102,10.13,1033.22,vested
V01085,P100002,Unilever,RSU,2026-05-10,165,202.27,33374.82,vested
V00486,P100402,Novartis,RSU,2026-05-10,125,141.5,17687.8,vested
V00775,P100156,AstraZeneca,ESPP,2026-05-10,221,71.41,15782.14,vested
V00046,P100018,Unilever,RSU,2026-05-10,143,125.38,17928.79,vested
V01333,P100464,DHL,RSU,2026-05-11,136,157.12,21367.7,vested
V01572,P100363,SAP,ESPP,2026-05-11,217,53.19,11542.38,vested
V00494,P100399,Coca-Cola,ESPP,2026-05-11,81,71.38,5781.74,vested
V00016,P100036,SAP,RSU,2026-05-12,40,128.9,5155.9,vested
V00733,P100287,Barclays,SAYE,2026-05-12,154,19.97,3074.84,vested
V00759,P100444,AstraZeneca,RSU,2026-05-13,125,151.23,18903.86,vested
V01104,P100452,Siemens,RSU,2026-05-13,233,167.68,39070.42,vested
V00803,P100005,Vodafone,RSU,2026-05-15,92,87.95,8091.35,vested
V00648,P100478,Siemens,RSU,2026-05-16,40,96.24,3849.64,vested
V00999,P100079,Novartis,RSU,2026-05-16,158,68.51,10823.91,vested
V00671,P100402,Novartis,ESPP,2026-05-16,67,48.22,3230.64,vested
V01307,P100296,Vodafone,RSU,2026-05-16,242,96.19,23278.31,vested
V01816,P100063,Novartis,SAYE,2026-05-17,19,24.41,463.83,vested
V00024,P100306,Barclays,ESPP,2026-05-17,31,87.52,2713.15,vested
V00623,P100173,BP,RSU,2026-05-18,200,90.23,18046.26,vested
V01610,P100169,Vodafone,RSU,2026-05-18,140,200.99,28138.1,vested
